ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
1942,Eur HI,POL,Poland,LODZ,"LODZ, Poland",19.4559833,51.7592485,38,2013,"2 stations, background, urban",measured data,27,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1984,Eur HI,POL,Poland,RAWA MAZOWIECKA,"RAWA MAZOWIECKA, Poland",20.25623,51.76623,44,2013,0,measured data,33,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1924,Eur HI,POL,Poland,KALISZ,"KALISZ, Poland",18.0853462,51.7672799,35,2013,"1 station, background, urban",measured data,32,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1983,Eur HI,POL,Poland,RADZYN PODLASKI,"RADZYN PODLASKI, Poland",22.6218532,51.7832025,28,2013,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1057,Eur HI,DEU,Germany,BERNBURG,"BERNBURG, Germany",11.7537327,51.7833579,21,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1895,Eur HI,POL,Poland,BRZEZINY,"BRZEZINY, Poland",19.7516791,51.800255,46,2013,0,measured data,34,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2026,Eur HI,POL,Poland,WSCHOWA,"WSCHOWA, Poland",16.3164767,51.8071084,27,2013,"1 station, background, urban",measured data,22,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1801,Eur HI,NLD,Netherlands,NIJMEGEN,"NIJMEGEN, Netherlands",5.8372264,51.8125626,24,2013,"2 stations, traffic, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1789,Eur HI,NLD,Netherlands,DORDRECHT,"DORDRECHT, Netherlands",4.6900929,51.8132979,24,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1077,Eur HI,DEU,Germany,DESSAU,"DESSAU, Germany",12.2424516,51.8222436,21,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1889,Eur HI,POL,Poland,BELSK DUZY,"BELSK DUZY, Poland",20.8092134,51.8253953,32,2013,0,measured data,23,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1941,Eur HI,POL,Poland,LESZNO,"LESZNO, Poland",16.5937545,51.8419861,30,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1063,Eur HI,DEU,Germany,BORKEN,"BORKEN, Germany",6.8594477,51.8482714,22,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2034,Eur HI,POL,Poland,ZGIERZ,"ZGIERZ, Poland",19.4060704,51.8550576,36,2013,"1 station, background, urban",measured data,27,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1803,Eur HI,NLD,Netherlands,SCHIEDAM,"SCHIEDAM, Netherlands",4.3988186,51.9169599,20,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1799,Eur HI,NLD,Netherlands,MAASSLUIS,"MAASSLUIS, Netherlands",4.2545656,51.9226067,20,2013,"1 station, industrial, urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1802,Eur HI,NLD,Netherlands,ROTTERDAM,"ROTTERDAM, Netherlands",4.4777325,51.9244201,24,2013,"7 stations, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2036,Eur HI,POL,Poland,ZIELONA GORA,"ZIELONA GORA, Poland",15.5061862,51.9356214,26,2013,"1 station, background, urban",measured data,20,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1993,Eur HI,POL,Poland,SKIERNIEWICE,"SKIERNIEWICE, Poland",20.1583303,51.9547169,38,2013,0,measured data,28,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1142,Eur HI,DEU,Germany,MüNSTER,"MüNSTER, Germany",7.6261347,51.9606649,22,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1795,Eur HI,NLD,Netherlands,HOEK VAN HOLLAND,"HOEK VAN HOLLAND, Netherlands",4.1341847,51.9806322,26,2013,"1 station, industrial, unknown",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1060,Eur HI,DEU,Germany,BIELEFELD,"BIELEFELD, Germany",8.5324708,52.0302285,20,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1890,Eur HI,POL,Poland,BIALA PODLASKA,"BIALA PODLASKA, Poland",23.1445026,52.0387126,28,2013,"1 station, background, urban",measured data,20,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2041,Eur HI,POL,Poland,ZYRARDOW,"ZYRARDOW, Poland",20.445988,52.048652,37,2013,0,measured data,27,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1788,Eur HI,NLD,Netherlands,DEN HAAG,"DEN HAAG, Netherlands",4.3006999,52.0704978,23,2013,"1 station, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1804,Eur HI,NLD,Netherlands,UTRECHT,"UTRECHT, Netherlands",5.1214201,52.0907374,20,2013,"1 station, background, urban",converted from PM2.5,13,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
251,Amr HI,CAN,Canada,CAROLINE,"CAROLINE, Canada",-114.7404417,52.0939324,7,2013,"1 station, NA",converted from PM2.5,4,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
1967,Eur HI,POL,Poland,OTWOCK,"OTWOCK, Poland",21.2616248,52.1053186,38,2013,0,measured data,28,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
334,Amr HI,CAN,Canada,SASKATOON,"SASKATOON, Canada",-106.6700458,52.1332144,16,2013,0,measured data,9,converted from PM10,PM10: <75%; PM2.5:NA,National Air Pollution Surveillance Network.
1917,Eur HI,POL,Poland,GRANICA,"GRANICA, Poland",20.8049878,52.138167,22,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
359,Amr HI,CAN,Canada,WILLIAMS LAKE,"WILLIAMS LAKE, Canada",-122.1416885,52.1416736,15,2013,0,measured data,9,converted from PM10,PM10: >75%; PM2.5:NA,National Air Pollution Surveillance Network.
1085,Eur HI,DEU,Germany,EISENHüTTENSTADT,"EISENHüTTENSTADT, Germany",14.6419022,52.1436615,20,2013,"1 station, industrial, suburban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1798,Eur HI,NLD,Netherlands,LEIDEN,"LEIDEN, Netherlands",4.4970097,52.1601144,21,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1989,Eur HI,POL,Poland,SIEDLCE,"SIEDLCE, Poland",22.2901645,52.1676031,33,2013,"1 station, background, urban",measured data,28,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1970,Eur HI,POL,Poland,PIASTOW,"PIASTOW, Poland",20.8400429,52.1845184,35,2013,"1 station, background, suburban",measured data,27,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1791,Eur HI,NLD,Netherlands,ENSCHEDE,"ENSCHEDE, Netherlands",6.8936619,52.2215372,21,2013,"1 station, background, urban",converted from PM2.5,14,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1932,Eur HI,POL,Poland,KONIN,"KONIN, Poland",18.2510729,52.2230334,30,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1907,Eur HI,POL,Poland,GAJEW,"GAJEW, Poland",19.7557496,52.2286572,24,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1794,Eur HI,NLD,Netherlands,HILVERSUM,"HILVERSUM, Netherlands",5.1668974,52.2291696,22,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2020,Eur HI,POL,Poland,WARSZAWA,"WARSZAWA, Poland",21.0122287,52.2296756,33,2013,"3 stations, traffic, urban",measured data,26,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1157,Eur HI,DEU,Germany,OSNABRUECK,"OSNABRUECK, Germany",8.0471788,52.2799112,16,2013,"1 station, background, urban",measured data,12,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2572,Eur HI,GBR,United Kingdom,LEAMINGTON SPA,"LEAMINGTON SPA, United Kingdom",-1.5200789,52.2851905,18,2013,"1 station, background, urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2037,Eur HI,POL,Poland,ZIELONKA,"ZIELONKA, Poland",21.1607239,52.3034398,18,2013,"1 station, background, rural",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1796,Eur HI,NLD,Netherlands,HOOFDDORP,"HOOFDDORP, Netherlands",4.6907041,52.3060853,22,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1957,Eur HI,POL,Poland,NOWY TOMYSL,"NOWY TOMYSL, Poland",16.1282552,52.3181885,41,2013,0,measured data,30,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1784,Eur HI,NLD,Netherlands,AMSTERDAM,"AMSTERDAM, Netherlands",4.8951679,52.3702157,23,2013,"7 stations, traffic, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1161,Eur HI,DEU,Germany,POTSDAM,"POTSDAM, Germany",13.0644729,52.3905689,23,2013,"1 station, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1939,Eur HI,POL,Poland,LEGIONOWO,"LEGIONOWO, Poland",20.9499697,52.4044483,33,2013,0,measured data,25,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1976,Eur HI,POL,Poland,POZNAN,"POZNAN, Poland",16.9251681,52.406374,27,2013,"1 station, background, urban",measured data,21,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1197,Eur HI,DEU,Germany,WOLFSBURG,"WOLFSBURG, Germany",10.7865461,52.4226503,14,2013,0,measured data,10,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1807,Eur HI,NLD,Netherlands,ZAANDAM,"ZAANDAM, Netherlands",4.8291992,52.4420399,24,2013,"1 station, , urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2000,Eur HI,POL,Poland,SULECIN,"SULECIN, Poland",15.11697,52.44387,27,2013,0,measured data,20,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1805,Eur HI,NLD,Netherlands,VELSEN,"VELSEN, Netherlands",4.630587,52.4520591,28,2013,"2 stations, industrial, unknown",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1797,Eur HI,NLD,Netherlands,IJMUIDEN,"IJMUIDEN, Netherlands",4.6060138,52.4569544,26,2013,"1 station, industrial, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2009,Eur HI,POL,Poland,TARNOWO PODGORNE,"TARNOWO PODGORNE, Poland",16.6734164,52.4626443,29,2013,0,measured data,21,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2557,Eur HI,GBR,United Kingdom,BIRMINGHAM,"BIRMINGHAM, United Kingdom",-1.890401,52.486243,19,2013,"3 stations, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1785,Eur HI,NLD,Netherlands,BEVERWIJK,"BEVERWIJK, Netherlands",4.6574468,52.4869842,21,2013,"1 station, industrial, unknown",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1806,Eur HI,NLD,Netherlands,WIJK AAN ZEE,"WIJK AAN ZEE, Netherlands",4.593325,52.4916911,26,2013,"1 station, industrial, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1056,Eur HI,DEU,Germany,BERLIN,"BERLIN, Germany",13.404954,52.5200066,24,2013,"4 stations, background, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1912,Eur HI,POL,Poland,GNIEZNO,"GNIEZNO, Poland",17.5826575,52.5349253,33,2013,0,measured data,24,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1973,Eur HI,POL,Poland,PLOCK,"PLOCK, Poland",19.7065364,52.5463446,28,2013,"2 stations, background, urban",measured data,22,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1787,Eur HI,NLD,Netherlands,DE RIJP,"DE RIJP, Netherlands",4.8468049,52.5563611,20,2013,0,measured data,13,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1068,Eur HI,DEU,Germany,BUCKOW,"BUCKOW, Germany",14.0735499,52.5680243,18,2013,"1 station, background, rural-regional",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2027,Eur HI,POL,Poland,WYSZKOW,"WYSZKOW, Poland",21.458395,52.5928523,18,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2581,Eur HI,GBR,United Kingdom,NORWICH,"NORWICH, United Kingdom",1.297355,52.6308859,15,2013,"1 station, background, urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2023,Eur HI,POL,Poland,WLOCLAWEK,"WLOCLAWEK, Poland",19.0677357,52.6483303,31,2013,"1 station, background, suburban",measured data,19,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1916,Eur HI,POL,Poland,GORZOW WLKP.,"GORZOW WLKP., Poland",15.2369305,52.7325285,26,2013,"1 station, background, urban",measured data,16,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1919,Eur HI,POL,Poland,INOWROCLAW,"INOWROCLAW, Poland",18.2562032,52.7993317,10,2013,0,measured data,8,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2018,Eur HI,POL,Poland,WAGROWIEC,"WAGROWIEC, Poland",17.19966,52.80848,31,2013,0,measured data,23,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1388,Eur HI,IRL,Ireland,ENNIS,"ENNIS, Ireland",-8.9887384,52.8474255,15,2013,0,measured data,10,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1900,Eur HI,POL,Poland,CIECHOCINEK,"CIECHOCINEK, Poland",18.7948147,52.8790493,21,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1899,Eur HI,POL,Poland,CIECHANOW,"CIECHANOW, Poland",20.6197948,52.8814838,28,2013,0,measured data,20,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1148,Eur HI,DEU,Germany,NEURUPPIN,"NEURUPPIN, Germany",12.7990783,52.9154545,18,2013,0,measured data,12,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1949,Eur HI,POL,Poland,MYSLIBORZ,"MYSLIBORZ, Poland",14.86785,52.9237186,25,2013,"1 station, background, urban",converted from PM2.5,19,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
322,Amr HI,CAN,Canada,QUEBEC,"QUEBEC, Canada",-73.5491361,52.9399159,18,2013,"2 stations, NA",measured data,9,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
2582,Eur HI,GBR,United Kingdom,NOTTINGHAM,"NOTTINGHAM, United Kingdom",-1.1581086,52.9547832,21,2013,"1 station, background, urban",measured data,12,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
323,Amr HI,CAN,Canada,QUESNEL,"QUESNEL, Canada",-122.4949058,52.9817372,15,2013,0,measured data,9,converted from PM10,PM10: >75%; PM2.5:NA,National Air Pollution Surveillance Network.
2596,Eur HI,GBR,United Kingdom,STOKE - ON - TRENT,"STOKE - ON - TRENT, United Kingdom",-2.179404,53.002668,20,2013,"1 station, background, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2012,Eur HI,POL,Poland,TORUN,"TORUN, Poland",18.5984437,53.0137902,29,2013,"1 station, background, urban",measured data,17,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2602,Eur HI,GBR,United Kingdom,WREXHAM,"WREXHAM, United Kingdom",-2.992494,53.04304,17,2013,"1 station, traffic, urban",measured data,10,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1172,Eur HI,DEU,Germany,SCHWEDT/ODER,"SCHWEDT/ODER, Germany",14.2734639,53.0624695,19,2013,"1 station, industrial, suburban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
